"Geo","tick","run","random_seed"
"Bacteria 87.54517752677202 59.78985815308988 0.5641895835477563",1.0,1,1427283921
"Bacteria 3.281489061191678 76.42582482658327 0.5781222885281109",1.0,1,1427283921
"Bacteria 4.351814184337854 62.10090876556933 0.5781222885281109",1.0,1,1427283921
"Bacteria 21.146228536963463 64.9951349478215 0.5781222885281109",1.0,1,1427283921
"Bacteria 19.548030733130872 4.657405382022262 0.5781222885281109",1.0,1,1427283921
"Bacteria 66.88504400663078 34.09717618487775 0.5641895835477563",1.0,1,1427283921
"Bacteria 41.878572409041226 88.70578715577722 0.5781222885281109",1.0,1,1427283921
"Bacteria 31.47291881032288 31.110907276161015 0.5781222885281109",1.0,1,1427283921
"Bacteria 7.1405433351174 33.7105828570202 0.5781222885281109",1.0,1,1427283921
"Bacteria 38.38154166005552 57.72227116394788 0.5781222885281109",1.0,1,1427283921
"Bacteria 71.93476357497275 97.88932651281357 0.5641895835477563",1.0,1,1427283921
"Bacteria 46.51261083781719 17.214211053214967 0.5781222885281109",1.0,1,1427283921
"Bacteria 0.9278795914724469 27.856692508794367 0.5781222885281109",1.0,1,1427283921
"Bacteria 58.220014185644686 42.632235563360155 0.5641895835477563",1.0,1,1427283921
"Bacteria 79.8845246899873 40.299939340911806 0.5641895835477563",1.0,1,1427283921
"Bacteria 89.94990503415465 81.12945854663849 0.5641895835477563",1.0,1,1427283921
"Bacteria 50.61026061885059 59.33391465805471 0.5781222885281109",1.0,1,1427283921
"Bacteria 13.239210029132664 5.210969666950405 0.5781222885281109",1.0,1,1427283921
"Bacteria 59.39888923894614 70.8370209671557 0.5641895835477563",1.0,1,1427283921
"Bacteria 6.453262432478368 42.129069357179105 0.5781222885281109",1.0,1,1427283921
"Bacteria 30.87568145710975 34.77060853037983 0.5781222885281109",1.0,1,1427283921
"Bacteria 6.816806411370635 30.20822457037866 0.5781222885281109",1.0,1,1427283921
"Bacteria 45.48356290906668 30.085026053711772 0.5781222885281109",1.0,1,1427283921
"Bacteria 60.87532171513885 49.794145789928734 0.5641895835477563",1.0,1,1427283921
"Bacteria 24.45588589180261 20.563591714017093 0.5781222885281109",1.0,1,1427283921
"Bacteria 99.90396969951689 82.9496132209897 0.5641895835477563",1.0,1,1427283921
"Bacteria 85.93875556252897 54.51916651800275 0.5641895835477563",1.0,1,1427283921
"Bacteria 52.40333350375295 45.468280324712396 0.5641895835477563",1.0,1,1427283921
"Bacteria 11.279340600594878 8.620540332049131 0.5781222885281109",1.0,1,1427283921
"Bacteria 34.2993252677843 93.99085729382932 0.5781222885281109",1.0,1,1427283921
"Bacteria 31.612893636338413 6.631671194918454 0.5781222885281109",1.0,1,1427283921
"Bacteria 70.98897318355739 87.41877381689847 0.5641895835477563",1.0,1,1427283921
"Bacteria 43.580081849358976 82.86118425894529 0.5781222885281109",1.0,1,1427283921
"Bacteria 67.4461712827906 10.635018744505942 0.5641895835477563",1.0,1,1427283921
"Bacteria 79.15915823541582 50.31248719897121 0.5641895835477563",1.0,1,1427283921
"Bacteria 30.840749549679458 14.371013757772744 0.5781222885281109",1.0,1,1427283921
"Bacteria 80.04400124773383 48.649277770891786 0.5641895835477563",1.0,1,1427283921
"Bacteria 9.014874743297696 91.7306630173698 0.5781222885281109",1.0,1,1427283921
"Bacteria 3.3401370979845524 32.918497011996806 0.5781222885281109",1.0,1,1427283921
"Bacteria 37.223416357301176 4.400758142583072 0.5781222885281109",1.0,1,1427283921
"Bacteria 57.46976179070771 41.29557739943266 0.5641895835477563",1.0,1,1427283921
"Bacteria 4.36709513887763 51.95832783356309 0.5781222885281109",1.0,1,1427283921
"Bacteria 82.3347641620785 18.67588860914111 0.5641895835477563",1.0,1,1427283921
"Bacteria 64.69051667954773 11.95896363351494 0.5641895835477563",1.0,1,1427283921
"Bacteria 72.65521592926234 83.31872837152332 0.5641895835477563",1.0,1,1427283921
"Bacteria 0.027623958885669708 61.953013855963945 0.5781222885281109",1.0,1,1427283921
"Bacteria 3.624579031020403 72.61482470203191 0.5781222885281109",1.0,1,1427283921
"Bacteria 9.53740926925093 85.74431068263948 0.5781222885281109",1.0,1,1427283921
"Bacteria 77.59310686960816 33.191960654221475 0.5641895835477563",1.0,1,1427283921
"Bacteria 9.903192985802889 29.67003162484616 0.5781222885281109",1.0,1,1427283921
"Bacteria 57.62352648097419 41.09873624236628 0.6839297483851743",101.0,1,1427283921
"Bacteria 43.989341574234686 90.0130181819563 0.7288188371827123",101.0,1,1427283921
"Bacteria 44.18722698004789 27.185686637120224 0.6693621318824227",101.0,1,1427283921
"Bacteria 17.43789477232026 6.377947981025632 0.7481371665181398",101.0,1,1427283921
"Bacteria 0.671960236746671 75.04641554247507 0.6021036946382695",101.0,1,1427283921
"Bacteria 0.45680954688161 28.216474273542154 0.7610800251974008",101.0,1,1427283921
"Bacteria 42.300691775129344 84.66061295415628 0.711184358578928",101.0,1,1427283921
"Bacteria 71.0788829960943 97.60496905364701 0.7806181455459208",101.0,1,1427283921
"Bacteria 31.899642078018555 33.05106623107077 0.64401321896909",101.0,1,1427283921
"Bacteria 12.646587824360752 5.650429439948478 0.6023093164108765",101.0,1,1427283921
"Bacteria 38.679867350088756 60.74598763029198 0.7645107641871977",101.0,1,1427283921
"Bacteria 72.62578602048946 97.47341773654236 0.7739259049052667",101.0,1,1427283921
"Bacteria 99.66901027273029 62.90740009693649 0.5814729068748341",101.0,1,1427283921
"Bacteria 1.783909373967023 70.76227080937609 0.6087870400079534",101.0,1,1427283921
"Bacteria 79.78140138674799 49.06646876577048 0.6303988423499189",101.0,1,1427283921
"Bacteria 23.97177435513909 63.38440113311208 0.7962727518650209",101.0,1,1427283921
"Bacteria 43.80940630782411 88.58169752366595 0.7175322091387882",101.0,1,1427283921
"Bacteria 7.045564160578101 40.39646671545717 0.6142252288666892",101.0,1,1427283921
"Bacteria 79.2590080558617 40.50816724268603 0.6312041976077518",101.0,1,1427283921
"Bacteria 6.821000082255587 31.053817977845494 0.687299803614296",101.0,1,1427283921
"Bacteria 45.398402573814096 81.72616991784223 0.7430188103626384",101.0,1,1427283921
"Bacteria 31.84897116254718 11.488625614420263 0.6132826892666929",101.0,1,1427283921
"Bacteria 48.10415240175945 16.191246987554017 0.6504444471595712",101.0,1,1427283921
"Bacteria 8.499998836001247 94.7787191547181 0.7137905614925074",101.0,1,1427283921
"Bacteria 35.38625553258125 92.97754222878284 0.7617335070854876",101.0,1,1427283921
"Bacteria 29.078276296963843 34.35599155119059 0.6687232544718299",101.0,1,1427283921
"Bacteria 7.178875873071898 86.56082681978597 0.6852788315302442",101.0,1,1427283921
"Bacteria 87.12370060412822 52.689917730678424 0.6715248822837959",101.0,1,1427283921
"Bacteria 77.23348821690583 32.53564442521432 0.6421695397001518",101.0,1,1427283921
"Bacteria 32.42701699522665 93.655457924018 0.7688390351558301",101.0,1,1427283921
"Bacteria 71.0554011711724 86.05879371880569 0.7777836249104664",101.0,1,1427283921
"Bacteria 6.918410967582055 29.629077336745752 0.7057196394872927",101.0,1,1427283921
"Bacteria 5.690801290236222 35.11901613562999 0.7573316589527913",101.0,1,1427283921
"Bacteria 1.5809642605394136 29.19226898343492 0.7298295594040787",101.0,1,1427283921
"Bacteria 4.3706373917908286 31.173080450197464 0.6734619884295754",101.0,1,1427283921
"Bacteria 81.05127262759783 46.84637912158216 0.630101246120509",101.0,1,1427283921
"Bacteria 33.63023919369078 97.53379997464445 0.7679829413695848",101.0,1,1427283921
"Bacteria 43.59425999483844 83.85115705785694 0.7146979213283452",101.0,1,1427283921
"Bacteria 44.173388148417025 82.53487527360292 0.7276522287420052",101.0,1,1427283921
"Bacteria 56.22485310652716 70.50593441998467 0.6065188431752703",101.0,1,1427283921
"Bacteria 12.553069001240216 29.564515441053373 0.6295539778465625",101.0,1,1427283921
"Bacteria 59.299274834730795 69.12850448680682 0.6072133272158985",101.0,1,1427283921
"Bacteria 51.32742291440194 47.95777002245579 0.5886620954971303",101.0,1,1427283921
"Bacteria 86.49669738810672 61.272957034735356 0.7194290879753812",101.0,1,1427283921
"Bacteria 36.71574499010077 58.8646968851723 0.7818816767308201",101.0,1,1427283921
"Bacteria 71.26306003771498 99.14428444915562 0.7726400545746189",101.0,1,1427283921
"Bacteria 33.69980885538159 94.49540492003766 0.7579409006494372",101.0,1,1427283921
"Bacteria 56.892443623008205 42.2551826808566 0.685982579448626",101.0,1,1427283921
"Bacteria 2.5820590749165837 72.9238648341352 0.595936533400661",101.0,1,1427283921
"Bacteria 66.12698217608163 10.507852477620318 0.7270265643466738",101.0,1,1427283921
"Bacteria 31.637307298446235 30.161207830083125 0.6571257425463529",101.0,1,1427283921
"Bacteria 14.606022240458305 4.716235236516084 0.6202244725795492",101.0,1,1427283921
"Bacteria 9.225771046182208 92.11209200741197 0.707374567711177",101.0,1,1427283921
"Bacteria 41.21889900481643 89.55318898150179 0.7194145511560612",101.0,1,1427283921
"Bacteria 21.170746211045284 3.4980120622171818 0.7066774475832669",101.0,1,1427283921
"Bacteria 2.5334226366724772 71.72165504764327 0.6113230674696147",101.0,1,1427283921
"Bacteria 55.59565357178922 41.82826984645526 0.681474594980708",101.0,1,1427283921
"Bacteria 13.8625055500417 5.702332892042991 0.6166085432618157",101.0,1,1427283921
"Bacteria 52.44250999257 61.18072270677329 0.6613741348778841",101.0,1,1427283921
"Bacteria 6.569536941200717 43.70551834630443 0.629248691945453",101.0,1,1427283921
"Bacteria 42.316967008416206 83.24321055560863 0.7084751181618945",101.0,1,1427283921
"Bacteria 30.942812512660748 14.075370051394271 0.59503527765498",101.0,1,1427283921
"Bacteria 88.2765730245926 82.68854610330084 0.570730541339587",101.0,1,1427283921
"Bacteria 78.53193226307579 49.25065068862723 0.636589788402631",101.0,1,1427283921
"Bacteria 3.662304072691597 76.65104186878813 0.6058541960250869",101.0,1,1427283921
"Bacteria 7.172978273368808 28.048886629204894 0.7288533896062909",101.0,1,1427283921
"Bacteria 12.845429803216243 4.458712395028913 0.6067811820095098",101.0,1,1427283921
"Bacteria 5.1119154168635905 69.41097901463925 0.6095566366734535",101.0,1,1427283921
"Bacteria 60.353650920250665 68.52583209846041 0.6076500337617416",101.0,1,1427283921
"Bacteria 6.472713821816016 26.735563625108522 0.7638809104886867",101.0,1,1427283921
"Bacteria 9.583971973548213 84.04758893503791 0.6765897508142457",101.0,1,1427283921
"Bacteria 47.47170891636489 19.128445180018996 0.6575679006474712",101.0,1,1427283921
"Bacteria 45.320813431661335 26.46339991671901 0.6753634997863943",101.0,1,1427283921
"Bacteria 52.866031121652526 45.24656859240824 0.5684469904276565",101.0,1,1427283921
"Bacteria 36.809858109016666 92.46820844733774 0.7527074713578606",101.0,1,1427283921
"Bacteria 71.32801600139148 89.78525317569559 0.7739218567486321",101.0,1,1427283921
"Bacteria 37.60124393490332 3.5376944444345795 0.6026843758871175",101.0,1,1427283921
"Bacteria 4.553609023338462 51.296301446417914 0.6350427764689472",101.0,1,1427283921
"Bacteria 80.17264296504638 39.64088831941433 0.630322875199801",101.0,1,1427283921
"Bacteria 31.82199492578334 36.45636508862798 0.7050230055213164",101.0,1,1427283921
"Bacteria 24.638667109171287 65.79139387345887 0.5698222384515294",101.0,1,1427283921
"Bacteria 81.4646820008681 50.77808205053388 0.6364975598956428",101.0,1,1427283921
"Bacteria 18.669299672270817 3.39556493042366 0.639674821306813",101.0,1,1427283921
"Bacteria 19.305407067962378 4.5992659315656415 0.6473503330824218",101.0,1,1427283921
"Bacteria 45.80696540144567 16.35890062047623 0.6374799425685898",101.0,1,1427283921
"Bacteria 5.370635945577056 61.25723038588209 0.6162507486438128",101.0,1,1427283921
"Bacteria 9.589820652885708 28.88006353363785 0.5678323484192209",101.0,1,1427283921
"Bacteria 72.31138222458375 1.585188948741103 0.686256865350735",101.0,1,1427283921
"Bacteria 6.737882582387763 90.96546508573887 0.6967859733662141",101.0,1,1427283921
"Bacteria 34.46954780232399 32.60734124866584 0.6730868645818392",101.0,1,1427283921
"Bacteria 20.159305374652558 65.28396234801848 0.789547861247378",101.0,1,1427283921
"Bacteria 2.8960567010716 70.25954774847855 0.6120267979676854",101.0,1,1427283921
"Bacteria 77.88473502699159 33.62149656742504 0.6254319758104719",101.0,1,1427283921
"Bacteria 46.83441520095442 15.548414053494886 0.6470749481842161",101.0,1,1427283921
"Bacteria 5.439733878780529 62.479304444927465 0.6091422834199215",101.0,1,1427283921
"Bacteria 40.05915490773433 56.93223083395251 0.7593275401390125",101.0,1,1427283921
"Bacteria 8.102776679983066 91.2637332565334 0.7043347297850278",101.0,1,1427283921
"Bacteria 30.204706034820564 13.137661109342408 0.5986654217567832",101.0,1,1427283921
"Bacteria 29.398548729595863 14.038491812491229 0.6128326532249141",101.0,1,1427283921
"Bacteria 39.796404374551805 88.47536358985651 0.7161292136690833",101.0,1,1427283921
"Bacteria 72.45336301574793 0.1312638931344381 0.7760666206339807",101.0,1,1427283921
"Bacteria 1.7007134095890166 61.54885718373029 0.5748246081986408",101.0,1,1427283921
"Bacteria 18.11583577678145 63.00678890187881 0.78226309313463",101.0,1,1427283921
"Bacteria 51.37835314796559 46.797455558985185 0.5759766581578506",101.0,1,1427283921
"Bacteria 44.68304409976311 14.084595843801676 0.6724176232323589",101.0,1,1427283921
"Bacteria 36.474914300450806 95.30170715042637 0.7394439576279693",101.0,1,1427283921
"Bacteria 85.11413878514985 55.15552089453903 0.6712531456332568",101.0,1,1427283921
"Bacteria 50.344339689428175 48.604355638774315 0.5899172261151893",101.0,1,1427283921
"Bacteria 3.4335971542401036 53.32886801911572 0.6203437432356371",101.0,1,1427283921
"Bacteria 62.80350524503596 48.460934403042636 0.7194434335453971",101.0,1,1427283921
"Bacteria 84.49790142714818 52.44821725403571 0.6634832901868348",101.0,1,1427283921
"Bacteria 12.439267139288356 10.538510728766534 0.5805435744548891",101.0,1,1427283921
"Bacteria 8.674678753917176 34.430125374709995 0.7722579372822265",101.0,1,1427283921
"Bacteria 78.88968658383686 46.74603233153366 0.6315137998422421",101.0,1,1427283921
"Bacteria 46.7776974409203 18.051225113579687 0.6265390957635284",101.0,1,1427283921
"Bacteria 78.5091124071205 32.49948554505544 0.6359692290067711",101.0,1,1427283921
"Bacteria 97.44717402085891 64.03035577273228 0.58436397414452",101.0,1,1427283921
"Bacteria 48.95814720919674 58.222949225317485 0.6676123129908502",101.0,1,1427283921
"Bacteria 59.697562714768715 40.907187296514806 0.6754959269377957",101.0,1,1427283921
"Bacteria 4.511857060640174 49.55922139895823 0.6315621937506309",101.0,1,1427283921
"Bacteria 11.214068489411277 93.90206829192066 0.7078087466200079",101.0,1,1427283921
"Bacteria 4.468479440634966 40.97118983880555 0.6188567802500438",101.0,1,1427283921
"Bacteria 24.9558017898155 22.74766193002408 0.6776887197307552",101.0,1,1427283921
"Bacteria 32.47997450284233 14.078368632385255 0.6187334464215448",101.0,1,1427283921
"Bacteria 43.43247320462193 91.36172431531837 0.7334884918979125",101.0,1,1427283921
"Bacteria 26.817464931909463 19.33931510929813 0.6605665058490663",101.0,1,1427283921
"Bacteria 37.77526952021063 6.349545959278406 0.7690827024113144",101.0,1,1427283921
"Bacteria 43.89475267258521 87.15405400450774 0.716555779517368",101.0,1,1427283921
"Bacteria 47.483921653090626 30.813657383812632 0.6790093089544506",101.0,1,1427283921
"Bacteria 45.23442056487593 80.25305827378915 0.7399495132676696",101.0,1,1427283921
"Bacteria 3.3678536016738367 51.732708800964154 0.6292245229829655",101.0,1,1427283921
"Bacteria 97.75685417267069 80.49298827025618 0.5941833832470969",101.0,1,1427283921
"Bacteria 79.34165906597246 33.45858292298164 0.6353644915773701",101.0,1,1427283921
"Bacteria 98.74532542579728 85.05978006306268 0.6117767915740051",101.0,1,1427283921
"Bacteria 20.42849406699455 62.762513403500044 0.7885249637297579",101.0,1,1427283921
"Bacteria 22.20395036617945 63.19883311145704 0.5690366336081489",101.0,1,1427283921
"Bacteria 58.58303094086268 70.13816398574677 0.5912368618106327",101.0,1,1427283921
"Bacteria 5.398783164321876 65.8610304935883 0.6067324306860366",101.0,1,1427283921
"Bacteria 13.209395106319173 28.48223843118541 0.6367418707275556",101.0,1,1427283921
"Bacteria 30.634706273882713 16.132708905621342 0.6207465185406909",101.0,1,1427283921
"Bacteria 48.781205621717575 18.95181550299542 0.6650466428359013",101.0,1,1427283921
"Bacteria 31.1786075838457 7.446693833061163 0.7183211115036723",101.0,1,1427283921
"Bacteria 20.824590107450717 4.840091820526412 0.6810162043495003",101.0,1,1427283921
"Bacteria 8.272970004415985 29.05154429551397 0.7655020674505241",101.0,1,1427283921
"Bacteria 88.02226752495682 60.516642530575446 0.7019791510852332",101.0,1,1427283921
"Bacteria 66.04824138708597 13.317992803590746 0.7984550725100088",101.0,1,1427283921
"Bacteria 33.20113004712178 91.1352888029034 0.7603775907146537",101.0,1,1427283921
"Bacteria 37.147759394183005 55.52080380413856 0.7788207751227417",101.0,1,1427283921
"Bacteria 56.16466105700989 39.21177259147525 0.691110985576908",101.0,1,1427283921
"Bacteria 22.768578758695224 64.44469102557751 0.8014399059850228",101.0,1,1427283921
"Bacteria 49.1345820528129 59.603613068008855 0.6628948795875138",101.0,1,1427283921
"Bacteria 10.64787747999502 91.26827310434972 0.713889934601184",101.0,1,1427283921
"Bacteria 23.407999608604666 66.73552563516067 0.569031972870362",101.0,1,1427283921
"Bacteria 5.251136687789423 76.10905958873379 0.6105186813211871",101.0,1,1427283921
"Bacteria 0.40990080012341024 26.6403712729749 0.7804632133260619",101.0,1,1427283921
"Bacteria 6.724044946958979 44.96521279948275 0.6419370097042887",101.0,1,1427283921
"Bacteria 83.23078285468627 19.382869266765706 0.6344712864306589",101.0,1,1427283921
"Bacteria 82.21204311708692 48.3802573176261 0.6345416277319365",101.0,1,1427283921
"Bacteria 30.41483339548144 34.376130117394325 0.6714693659831716",101.0,1,1427283921
"Bacteria 81.5791059588264 41.2546358961388 0.6327423416180562",101.0,1,1427283921
"Bacteria 9.371267286718494 90.67716314866743 0.6980392586775724",101.0,1,1427283921
"Bacteria 5.174221719053307 74.892857634493 0.6102676643978147",101.0,1,1427283921
"Bacteria 6.664786181642383 32.7579869713742 0.7053834276970924",101.0,1,1427283921
"Bacteria 3.5273437270965657 50.346879597843966 0.6311090544780996",101.0,1,1427283921
"Bacteria 43.84039326030553 18.048334074206615 0.6457531602681562",101.0,1,1427283921
"Bacteria 6.097112427326147 41.4005009591345 0.6176275938214324",101.0,1,1427283921
"Bacteria 3.0178294670584793 29.110004071955725 0.7110180488865429",101.0,1,1427283921
"Bacteria 89.63035114924466 82.92473151700479 0.8044388337323886",101.0,1,1427283921
"Bacteria 3.718259900108887 80.05099194041736 0.6032237476297526",101.0,1,1427283921
"Bacteria 4.431006652259356 52.56448840229589 0.6391170502608728",101.0,1,1427283921
"Bacteria 18.86516213976316 6.844667806046754 0.7546449706606608",101.0,1,1427283921
"Bacteria 78.47931957465791 39.08947914229877 0.6381983077391737",101.0,1,1427283921
"Bacteria 8.073471202378887 30.487664890656774 0.6912186520862835",101.0,1,1427283921
"Bacteria 10.531528596409462 8.568972294624825 0.7775949185430789",101.0,1,1427283921
"Bacteria 52.99308922498856 58.64381390981529 0.6543425321940918",101.0,1,1427283921
"Bacteria 6.7638984379406635 51.520646248203384 0.6427875918175312",101.0,1,1427283921
"Bacteria 25.416641382462835 17.261870712353215 0.656294378593457",101.0,1,1427283921
"Bacteria 9.495202776476281 30.201848701643115 0.7609639439829788",101.0,1,1427283921
"Bacteria 0.9696276877817122 52.98599102958036 0.631620483438956",101.0,1,1427283921
"Bacteria 32.29790869956372 31.274877257061892 0.6399094586834049",101.0,1,1427283921
"Bacteria 30.607608754488478 33.080071178768655 0.6496883470178959",101.0,1,1427283921
