"Geo","tick","run","random_seed"
"Bacteria 295.46297795604914 414.16962817311287 0.5641895835477563",1.0,1,1416100614
"Bacteria 397.7828569477424 351.0659149615094 0.5641895835477563",1.0,1,1416100614
"Bacteria 360.5749129783362 242.90612677577883 0.5641895835477563",1.0,1,1416100614
"Bacteria 226.87191155273467 44.62574725039303 0.5697482358435487",1.0,1,1416100614
"Bacteria 117.10488493554294 131.55212625861168 0.5697482358435487",1.0,1,1416100614
"Bacteria 270.0349195078161 76.82506007042284 0.5671232650040916",101.0,1,1416100614
"Bacteria 178.5473968844208 108.92177738440887 0.7568130479186752",101.0,1,1416100614
"Bacteria 194.04351293684095 33.07294059598564 2.8674016974218035",101.0,1,1416100614
"Bacteria 184.76882626757612 132.14928299538795 0.6308249929265515",101.0,1,1416100614
"Bacteria 227.89672266984903 84.87335908821885 1.5693037984467402",101.0,1,1416100614
"Bacteria 178.83323792193994 126.98781217446452 1.0143020630829378",101.0,1,1416100614
"Bacteria 58.5856256926927 159.96963015766667 0.5774040853792458",101.0,1,1416100614
"Bacteria 77.08967092261634 78.08284491214651 0.7849518211935391",101.0,1,1416100614
"Bacteria 252.55071958301016 498.27034124946454 0.5774201565526926",101.0,1,1416100614
"Bacteria 95.81391865150745 62.925895486333964 0.6087248012078571",101.0,1,1416100614
"Bacteria 109.59659622415761 193.43937960699796 1.394623556605724",101.0,1,1416100614
"Bacteria 180.18627121092103 102.20873307111755 0.6069351757476377",101.0,1,1416100614
"Bacteria 247.2471246618291 25.11465401561339 4.512010415004115",101.0,1,1416100614
"Bacteria 170.97196938031442 177.8151104371798 0.6319076574495116",101.0,1,1416100614
"Bacteria 48.9693655726705 119.64202090583058 0.5963007258168257",101.0,1,1416100614
"Bacteria 122.2561972173 65.59331094890136 0.7987699278156785",101.0,1,1416100614
"Bacteria 267.2181553836604 74.32681124950517 0.6187974267416029",101.0,1,1416100614
"Bacteria 272.4797742114613 73.67236922435455 0.5976328011587705",101.0,1,1416100614
"Bacteria 62.75694319025952 171.90449417568553 0.6312929662934696",101.0,1,1416100614
"Bacteria 271.52235730936366 54.20482446317782 0.6805206654568178",101.0,1,1416100614
"Bacteria 187.961553622274 53.903977252050886 1.5445536218752063",101.0,1,1416100614
"Bacteria 65.22729611616839 177.56242177504745 0.586440275604238",101.0,1,1416100614
"Bacteria 87.57463492236542 193.37875851846863 0.5965031757788174",101.0,1,1416100614
"Bacteria 109.00565863878731 195.36618679812858 0.7784612866488075",101.0,1,1416100614
"Bacteria 61.82216858739739 167.67838327006513 0.7742773412903827",101.0,1,1416100614
"Bacteria 158.12158404422976 192.1109105864189 0.6814741096508553",101.0,1,1416100614
"Bacteria 191.57736559220868 71.96513079092877 0.8049839746855486",101.0,1,1416100614
"Bacteria 176.647007311351 161.84675694356437 0.7670417271251151",101.0,1,1416100614
"Bacteria 79.99212136942424 194.90363671810118 0.6554771267621198",101.0,1,1416100614
"Bacteria 157.12532378351983 76.55904830638178 0.7720062861496703",101.0,1,1416100614
"Bacteria 190.54663979935435 84.56758096076666 0.7417662829130863",101.0,1,1416100614
"Bacteria 77.7582243880765 72.92698910018667 0.6720058872348261",101.0,1,1416100614
"Bacteria 239.92258404760418 4.695469202152809 1.6520763674757843",101.0,1,1416100614
"Bacteria 278.5759503282991 47.37080025407114 0.6127707974904105",101.0,1,1416100614
"Bacteria 182.81682142651394 134.55141555282484 0.7266059195567055",101.0,1,1416100614
"Bacteria 66.82382229938507 182.16151020873139 0.7194957531257823",101.0,1,1416100614
"Bacteria 182.28737716316516 107.84320857131998 0.6068953757072716",101.0,1,1416100614
"Bacteria 225.287139318047 87.11305252883436 0.8901741908183779",101.0,1,1416100614
"Bacteria 117.36029055545718 180.73083162659123 2.0804211317224466",101.0,1,1416100614
"Bacteria 167.78627782245525 81.12567334443052 0.8054154415678991",101.0,1,1416100614
"Bacteria 150.2380186298535 70.2299464157179 0.7505126634927102",101.0,1,1416100614
"Bacteria 55.524676849416785 162.6211575935796 0.7576994776180209",101.0,1,1416100614
"Bacteria 119.12303505076406 64.00994542490287 0.7990551291720853",101.0,1,1416100614
"Bacteria 89.91156566358578 193.76020960047052 0.6067855241366624",101.0,1,1416100614
"Bacteria 64.69713066534055 167.35069719752065 0.6742404573100732",101.0,1,1416100614
"Bacteria 263.1424828373433 28.77872828512765 0.9845676601616944",101.0,1,1416100614
"Bacteria 75.92007552385599 187.72289242530806 0.6096121202977167",101.0,1,1416100614
"Bacteria 167.34858435808968 167.97976263352749 0.8704152188430033",101.0,1,1416100614
"Bacteria 239.43292701175423 497.0161480116162 0.5781576206853307",101.0,1,1416100614
"Bacteria 253.7248174917301 3.050267909719206 0.6991079127478889",101.0,1,1416100614
"Bacteria 262.70575118583037 75.93689007743988 0.5906108404573983",101.0,1,1416100614
"Bacteria 67.85562896787155 78.85979502097058 0.7758979193786268",101.0,1,1416100614
"Bacteria 162.66754762464288 183.5464555251687 0.6747612829704002",101.0,1,1416100614
"Bacteria 186.72488358591374 14.711961680453491 0.5967662229247879",101.0,1,1416100614
"Bacteria 160.09996904682652 189.02623429473147 0.6192377253132707",101.0,1,1416100614
"Bacteria 115.17941192439471 64.06576897847523 0.5956995181396738",101.0,1,1416100614
"Bacteria 275.29510017127046 40.15049913946063 0.67708263004889",101.0,1,1416100614
