"Geo","tick","run","random_seed"
"Bacteria 411.2993107410148 193.669552099891 0.5697482358435487",1.0,1,1327965659
"Bacteria 338.79757474642247 22.369015379808843 0.5697482358435487",1.0,1,1327965659
"Bacteria 444.16513794567436 146.4069625362754 0.5697482358435487",1.0,1,1327965659
"Bacteria 321.9420857494697 407.9963188851252 0.5697482358435487",1.0,1,1327965659
"Bacteria 89.63246236089617 63.04717797320336 0.5697482358435487",1.0,1,1327965659
"Bacteria 411.52732754410334 194.43100005598103 0.6316284528571612",101.0,1,1327965659
"Bacteria 339.0036384190694 21.60202215606494 0.6304195775125524",101.0,1,1327965659
"Bacteria 338.6612471526813 22.876442716536307 0.6894547179576236",101.0,1,1327965659
"Bacteria 89.92971301645584 62.56611207128332 0.7109974684880972",101.0,1,1327965659
"Bacteria 443.70623283623246 147.0419066273481 0.6253992431253578",101.0,1,1327965659
"Bacteria 322.72274351468985 408.1228719957067 0.6191073075860347",101.0,1,1327965659
"Bacteria 411.1484299279806 193.16569499312234 0.6894547179576236",101.0,1,1327965659
"Bacteria 444.467850302851 145.98812775207003 0.6750240381564862",101.0,1,1327965659
"Bacteria 89.19374267978367 63.75719517631766 0.6894547179576236",101.0,1,1327965659
"Bacteria 321.4312952853246 407.91351419788145 0.6894547179576236",101.0,1,1327965659
"Bacteria 411.5504674080538 194.5082741948637 0.6837601686503202",201.0,1,1327965659
"Bacteria 339.02361251774704 21.527676211723914 0.6752250484397658",201.0,1,1327965659
"Bacteria 338.64618441590454 22.932507994276587 0.7796069726008343",201.0,1,1327965659
"Bacteria 89.97305245889962 61.744319552656336 0.5824650526981339",201.0,1,1327965659
"Bacteria 443.6756267442529 147.08425341506577 0.6693781323180946",201.0,1,1327965659
"Bacteria 322.7995188255749 408.1353181082574 0.663125194949394",201.0,1,1327965659
"Bacteria 411.130731737057 193.10659298342938 0.7796069726008343",201.0,1,1327965659
"Bacteria 444.4929946997447 145.95333780115533 0.7261470990493023",201.0,1,1327965659
"Bacteria 90.0454832660101 62.90578816464585 0.5815498806162379",201.0,1,1327965659
"Bacteria 89.09967723441525 63.884225337819785 0.7796069726008343",201.0,1,1327965659
"Bacteria 321.375555822292 407.9044782249593 0.7796069726008343",201.0,1,1327965659
"Bacteria 411.55504888324754 194.52357374680574 0.6966142808804768",301.0,1,1327965659
"Bacteria 339.0275766644269 21.512921191572477 0.6865621416734168",301.0,1,1327965659
"Bacteria 338.6432853831571 22.943298535111687 0.7946206983994248",301.0,1,1327965659
