"Geo","tick","run","random_seed"
"Bacteria 417.37824818119407 322.53486616536975 0.5697482358435487",1.0,1,1321930542
"Bacteria 380.1008745795116 69.26635489799082 0.5697482358435487",1.0,1,1321930542
"Bacteria 26.530200731940567 464.455567416735 0.5697482358435487",1.0,1,1321930542
"Bacteria 199.33121965732425 266.5784261189401 0.5697482358435487",1.0,1,1321930542
"Bacteria 118.09577548410743 424.6513183461502 0.5697482358435487",1.0,1,1321930542
"Bacteria 418.1513194992605 323.7371542707751 0.5907371121183207",101.0,1,1321930542
"Bacteria 379.6251084021074 67.79022365220126 0.6128050268458408",101.0,1,1321930542
"Bacteria 199.26241285559055 265.4301581879564 0.5853104578965141",101.0,1,1321930542
"Bacteria 417.21601799806945 323.03343680110254 0.5804902151207093",101.0,1,1321930542
"Bacteria 117.92390779662733 425.22639435975566 0.6023074613724226",101.0,1,1321930542
"Bacteria 380.1786859321801 68.88389685621213 0.6135600870125874",101.0,1,1321930542
"Bacteria 380.7132187404089 70.59202566634143 0.577070929249744",101.0,1,1321930542
"Bacteria 119.1281044108074 425.2440329556015 0.6023074613724226",101.0,1,1321930542
"Bacteria 198.75019246955037 266.91153630959207 0.6039563915319631",101.0,1,1321930542
"Bacteria 200.23571668812906 266.1102197657667 0.6023074613724226",101.0,1,1321930542
"Bacteria 116.94558074647585 424.0375570232503 0.6237699591168392",101.0,1,1321930542
"Bacteria 416.62224842107184 322.01137535956997 0.6023074613724226",101.0,1,1321930542
"Bacteria 379.72037505674245 69.99004693799252 0.5843509812972985",101.0,1,1321930542
"Bacteria 27.968274088221982 463.75208174945806 0.6023074613724226",101.0,1,1321930542
"Bacteria 25.802210752503893 464.57772474372194 0.7939325470137019",101.0,1,1321930542
"Bacteria 118.14376416656114 423.6915747600754 0.6236815709039516",101.0,1,1321930542
"Bacteria 27.179442697972572 464.639084945568 0.5853104578965141",101.0,1,1321930542
"Bacteria 199.6726285500448 267.6606840507214 0.5846333423136251",101.0,1,1321930542
"Bacteria 417.49379752801553 321.2052379150069 0.5853104578965141",101.0,1,1321930542
