"Geo","tick","run","random_seed"
"431.39821803197265 355.79957941081375 0.5697482358435487",1.0,1,1248218422
"407.4356103083119 141.86596730723977 0.5697482358435487",1.0,1,1248218422
"286.91926260944456 311.67069252114743 0.5697482358435487",1.0,1,1248218422
"464.7012109635398 353.62209973391145 0.5697482358435487",1.0,1,1248218422
"287.20439807511866 284.4778320286423 0.5697482358435487",1.0,1,1248218422
"408.7933696344335 141.86711492879857 0.6023074613724226",101.0,1,1248218422
"286.4513123324989 285.00363930782413 0.5853104578965141",101.0,1,1248218422
"406.52561010741425 140.8761923952413 0.5750724793781006",101.0,1,1248218422
"288.25246575060186 311.5565975517983 0.6028240989488897",101.0,1,1248218422
"430.9273613420909 355.1283484673652 0.7182765095025513",101.0,1,1248218422
"465.30643648593957 353.4516219918569 0.5779757691869473",101.0,1,1248218422
"431.9648262005055 355.904484240542 0.5778842169208928",101.0,1,1248218422
"286.78579255607383 283.86437328090796 0.6023074613724226",101.0,1,1248218422
"431.84391947148544 357.0779952488977 0.6023074613724226",101.0,1,1248218422
"285.92441889674205 311.47745642280285 0.7182765095025513",101.0,1,1248218422
"464.2647772076364 354.00900443585925 0.5853104578965141",101.0,1,1248218422
"463.75841543417334 355.08296991687916 0.6023074613724226",101.0,1,1248218422
"287.13514530313313 311.9594856295481 0.5855860834008205",101.0,1,1248218422
"407.0344699251493 141.9031748530985 0.571768827151117",101.0,1,1248218422
"464.9946290659489 352.3284761703713 0.5879049457433483",101.0,1,1248218422
"288.12698502511586 284.360796001048 0.7939325470137019",101.0,1,1248218422
"407.90942760398724 142.68497514040612 0.6023074613724226",101.0,1,1248218422
"285.37897434295076 311.18889218617534 0.7093992059515181",201.0,1,1248218422
"430.02554352835307 356.1868610430435 0.64600291863189",201.0,1,1248218422
"432.7425171205002 356.1025288662275 0.5691590338293228",201.0,1,1248218422
"431.0180091371257 353.60275121112 0.7846514213771751",201.0,1,1248218422
"431.16715341553424 355.72412743653774 0.5860989769873468",201.0,1,1248218422
"288.83983253394 284.50434271646566 0.5719931729413505",201.0,1,1248218422
"284.5331460776334 283.8232158640487 0.6364136739749449",201.0,1,1248218422
"464.3578626604169 353.89339547826916 0.7499096497386013",201.0,1,1248218422
"463.96005090114517 355.8896152253322 0.7018478490247626",201.0,1,1248218422
"289.6291661933366 285.3571057554444 0.5909860850041567",201.0,1,1248218422
"464.58552928884916 350.45987128671294 0.6269943399339842",201.0,1,1248218422
"408.6408409324802 142.86438789356518 0.7035725300801157",201.0,1,1248218422
"432.3276559647861 358.43361391632203 0.6574020700012011",201.0,1,1248218422
"288.9167340014189 313.01168922973426 0.6056693249676076",201.0,1,1248218422
"285.74509996202505 286.05927111143967 0.6388815270011348",201.0,1,1248218422
"405.43725807322 139.4353088194126 0.6142529059790117",201.0,1,1248218422
"289.2598464454785 311.81866008928944 0.6367780172065545",201.0,1,1248218422
"410.58140306295036 141.7929169007849 0.6393310374784419",201.0,1,1248218422
"432.6870719823541 354.9552002609217 0.5812600039219348",201.0,1,1248218422
"462.76051732645885 355.29044024821627 0.6394710525327558",201.0,1,1248218422
"463.0193402381808 354.0768045928951 0.6020627268082142",201.0,1,1248218422
"407.5620958581522 141.87062145994233 0.6308564298329364",201.0,1,1248218422
"286.9245563084461 282.81086596591183 0.7587416431613448",201.0,1,1248218422
"287.64157301691904 284.08031542320015 0.7002553965564687",201.0,1,1248218422
"409.34131094157647 141.76382347133122 0.6024597239465271",201.0,1,1248218422
"406.6303493622258 139.59304797640408 0.5894953249489081",201.0,1,1248218422
"408.4092533709334 140.73297569580805 0.7885396061179896",201.0,1,1248218422
"407.39591159380706 144.3163702721339 0.6353593097430215",201.0,1,1248218422
"286.47200750212835 310.18932113737986 0.7722752906426869",201.0,1,1248218422
"288.1259420703295 309.759444904555 0.6367780172065545",201.0,1,1248218422
"431.0998235283065 357.8508466140614 0.7018478490247626",201.0,1,1248218422
"285.3730983720548 284.82783213323296 0.6477294907862052",201.0,1,1248218422
"287.89763936703434 285.52786436009654 0.5883019451506812",201.0,1,1248218422
"285.67509276447396 283.3468721615585 0.6020627268082142",201.0,1,1248218422
"429.87720348200185 354.706381002001 0.803678345830854",201.0,1,1248218422
"407.357335298263 143.083188580906 0.5999424879382319",201.0,1,1248218422
"284.65696542201346 312.45586727996283 0.748814592642974",201.0,1,1248218422
"433.248446354516 357.5035547130729 0.6517622603144061",201.0,1,1248218422
"432.37565375694334 353.82534094374716 0.5923244373559973",201.0,1,1248218422
"287.60259272141417 312.9055098167437 0.7142607738482842",201.0,1,1248218422
"406.40150126259266 140.93974400198553 0.6938968004103424",201.0,1,1248218422
"465.411052220611 351.36152891739704 0.5960751259999885",201.0,1,1248218422
"464.8795694675413 352.54213894306827 0.6996077520751669",201.0,1,1248218422
"465.86775053579566 353.6700858573107 0.7770106403139319",201.0,1,1248218422
"286.7409886373774 285.35423768029887 0.5818031311970437",201.0,1,1248218422
"431.89618522268694 356.86171850763947 0.5695180319039131",201.0,1,1248218422
"288.3536032315863 310.9760225908043 0.6023787735224357",201.0,1,1248218422
"286.17469218844286 312.50127071407076 0.7716862513465965",201.0,1,1248218422
"287.1714602434665 311.45529124199277 0.6750674333872836",201.0,1,1248218422
"406.2643913386431 142.34599200774423 0.7199105994737084",201.0,1,1248218422
"463.08588713728545 352.1452271709528 0.6639302295884316",301.0,1,1248218422
"407.0120751421615 144.77499332776205 0.6178385728081942",301.0,1,1248218422
"434.6378676124642 355.6823453491533 0.7778433360112552",301.0,1,1248218422
"431.40166680814815 355.5498157630267 0.6625450397449091",301.0,1,1248218422
"405.9351711354309 142.88066739887955 0.6982400249187746",301.0,1,1248218422
"433.99976584514684 358.95133225395193 0.6640545587777308",301.0,1,1248218422
"289.1630708250683 281.41489230557164 0.6037207440603596",301.0,1,1248218422
"283.9097499351977 310.5247940745377 0.6223246919325918",301.0,1,1248218422
"289.7608367481989 283.89732405554395 0.5877742514010132",301.0,1,1248218422
"283.4663428490778 284.37871570442894 0.6804207576266718",301.0,1,1248218422
"284.5072212944557 283.4550930970075 0.7116264208620533",301.0,1,1248218422
"432.218740122475 360.4566095754167 0.7295472491683831",301.0,1,1248218422
"289.5860971002867 314.80052790171044 0.6996491897495727",301.0,1,1248218422
"465.17866039960757 353.7170188611207 0.5720168313768744",301.0,1,1248218422
"463.04406111941705 356.7732840410272 0.6443910922418045",301.0,1,1248218422
"461.7439458486305 357.0214904627688 0.6819312893112066",301.0,1,1248218422
"428.88122528388385 356.8210990027127 0.6374383671236503",301.0,1,1248218422
"289.77514097830453 285.1868091935364 0.702767415670673",301.0,1,1248218422
"285.88431743778943 311.2489920658223 0.6227497454050086",301.0,1,1248218422
"287.1625885642418 308.3094436040688 0.6730156024248347",301.0,1,1248218422
"433.65930789369776 360.29172156602357 0.7218473277231863",301.0,1,1248218422
"285.5006719753575 281.7757110331994 0.7532994328228395",301.0,1,1248218422
"284.3834880798896 287.73752119005525 0.690820464538794",301.0,1,1248218422
"404.12051220960586 140.51308941568465 0.6255225702488612",301.0,1,1248218422
"405.17231262791535 139.87094170294276 0.6086121551979745",301.0,1,1248218422
