"Geo","tick","run","random_seed"
"319.67328931204975 41.778021142818034 0.5697482358435487",1.0,1,1306332234
"212.32290682382882 372.12015374097973 0.5697482358435487",1.0,1,1306332234
"182.7982374234125 47.243344015441835 0.5697482358435487",1.0,1,1306332234
"331.45466656424105 220.31943895854056 0.5697482358435487",1.0,1,1306332234
"86.65810734964907 53.176370449364185 0.5697482358435487",1.0,1,1306332234
"319.07372087681546 42.049548663026684 0.7962455311594361",101.0,1,1306332234
"181.9885103805668 46.69274546513918 0.5883259795146819",101.0,1,1306332234
"320.22905337661246 40.73515207278776 0.6023074613724226",101.0,1,1306332234
"212.95725427734357 372.5706397274986 0.6894547179576236",101.0,1,1306332234
"182.90509345466026 45.93329324858795 0.6023074613724226",101.0,1,1306332234
"86.31951714621454 52.28082451196262 0.5853104578965141",101.0,1,1306332234
"86.23340275070005 53.956977008204596 0.6894547179576236",101.0,1,1306332234
"320.6657320070522 41.83928787682878 0.5853104578965141",101.0,1,1306332234
"331.7422560713399 220.16246464439595 0.578346025975676",101.0,1,1306332234
"87.3346051226416 52.90173038708188 0.6048845291187233",101.0,1,1306332234
"332.53544027692897 219.30132470147487 0.5931076345158744",101.0,1,1306332234
"210.90257461530652 371.2354926525488 0.6023074613724226",101.0,1,1306332234
"330.62476900357893 221.71842378994776 0.6048845291187233",101.0,1,1306332234
"182.71122117549092 47.6160696377436 0.584916575267063",101.0,1,1306332234
"330.63851202224225 220.52877195058818 0.5853104578965141",101.0,1,1306332234
"183.7440197267122 48.200140767988884 0.6023074613724226",101.0,1,1306332234
"211.9545040125269 371.78494456340763 0.5853104578965141",101.0,1,1306332234
