"Geo","tick","run","random_seed"
"Bacteria 430.38460914976895 322.0395299140364 0.5641895835477563",1.0,1,1417126489
"Bacteria 284.22165010124445 225.88530788198113 0.5641895835477563",1.0,1,1417126489
"Bacteria 337.023394764401 126.40723248478025 0.5641895835477563",1.0,1,1417126489
"Bacteria 367.4300955608487 460.0665421457961 0.5641895835477563",1.0,1,1417126489
"Bacteria 468.2373031973839 224.15140992961824 0.5641895835477563",1.0,1,1417126489
"Bacteria 406.0160404769704 439.35104506090283 0.5641895835477563",1.0,1,1417126489
"Bacteria 455.1574445795268 234.65914034750313 0.5641895835477563",1.0,1,1417126489
"Bacteria 228.39080507401377 359.7646144917235 0.5697482358435487",1.0,1,1417126489
"Bacteria 383.9540475746617 361.52111319825053 0.5641895835477563",1.0,1,1417126489
"Bacteria 22.26709737442434 366.50421004742384 0.5697482358435487",1.0,1,1417126489
"Bacteria 328.2730547944084 92.3191859619692 0.5641895835477563",1.0,1,1417126489
"Bacteria 67.9527084575966 2.522610127925873 0.5697482358435487",1.0,1,1417126489
"Bacteria 120.28151913546026 213.6472479905933 0.5697482358435487",1.0,1,1417126489
"Bacteria 111.84691719245166 487.0068783638999 0.5697482358435487",1.0,1,1417126489
"Bacteria 9.228038252331316 403.65827071946114 0.5697482358435487",1.0,1,1417126489
"Bacteria 313.13719728495926 399.66028509661555 0.5641895835477563",1.0,1,1417126489
"Bacteria 488.8407093239948 220.12725297827274 0.5641895835477563",1.0,1,1417126489
"Bacteria 74.96894453652203 475.91082751750946 0.5697482358435487",1.0,1,1417126489
"Bacteria 295.8230074727908 492.27919115219265 0.5641895835477563",1.0,1,1417126489
"Bacteria 296.9372656662017 280.52006231155246 0.5641895835477563",1.0,1,1417126489
"Bacteria 431.76956207025796 287.3094816459343 0.5641895835477563",1.0,1,1417126489
"Bacteria 19.562912988476455 253.20521066896617 0.5697482358435487",1.0,1,1417126489
"Bacteria 188.03569115698338 413.19355787709355 0.5697482358435487",1.0,1,1417126489
"Bacteria 218.4614249272272 133.17695900332183 0.5697482358435487",1.0,1,1417126489
"Bacteria 146.81423164438456 455.49328811466694 0.5697482358435487",1.0,1,1417126489
