"Geo","tick","run","random_seed"
"Bacteria 342.8782041883096 130.11579297017306 0.5641895835477563",1.0,1,1411692077
"Bacteria 54.35309885069728 351.729265996255 0.5697482358435487",1.0,1,1411692077
"Bacteria 93.6290550744161 164.33862107805908 0.5697482358435487",1.0,1,1411692077
"Bacteria 476.6023245174438 293.34839328657836 0.5641895835477563",1.0,1,1411692077
"Bacteria 383.3286394365132 165.9819376654923 0.5641895835477563",1.0,1,1411692077
"Bacteria 93.5060201979377 164.62799166462483 0.7443121108442016",101.0,1,1411692077
"Bacteria 54.02932999821434 353.1814275476138 0.7463566197045821",101.0,1,1411692077
"Bacteria 342.8782041883096 130.11579297017306 0.5644725799408269",101.0,1,1411692077
"Bacteria 94.39754407094571 163.43551193799698 0.7453314800083906",101.0,1,1411692077
"Bacteria 55.13648032881016 352.18233920457095 0.7457330663026887",101.0,1,1411692077
"Bacteria 92.01778366235528 164.59606241823678 0.7458161595013537",101.0,1,1411692077
"Bacteria 94.98257670054596 164.80914905595841 0.7446829239980143",101.0,1,1411692077
"Bacteria 476.6023245174438 293.34839328657836 0.5645695590465786",101.0,1,1411692077
"Bacteria 383.3286394365132 165.9819376654923 0.5644725799408269",101.0,1,1411692077
"Bacteria 54.81308590218412 350.7266141480651 0.7462566482097891",101.0,1,1411692077
"Bacteria 53.40541517613277 351.220092130123 0.7458352560351352",101.0,1,1411692077
"Bacteria 94.96636964491545 163.80683896567027 0.6437034439490398",201.0,1,1411692077
"Bacteria 53.75402201047753 350.46989246474044 0.6434084389450554",201.0,1,1411692077
"Bacteria 53.39646310679586 352.4441661350038 0.6462381994964369",201.0,1,1411692077
"Bacteria 95.7195573935811 164.85317875686968 0.6476671475719586",201.0,1,1411692077
"Bacteria 53.84297751606038 354.91569254059584 0.6574248637116775",201.0,1,1411692077
"Bacteria 92.47988362363522 164.09136594191486 0.6426824435097049",201.0,1,1411692077
"Bacteria 52.60977032917626 351.068456565004 0.6513141783186669",201.0,1,1411692077
"Bacteria 53.28892956541499 353.7349221606553 0.6517254900100681",201.0,1,1411692077
"Bacteria 56.18711283393595 355.38098525525106 0.6632365059975038",201.0,1,1411692077
"Bacteria 56.33238910841238 350.4601370162533 0.6545811871529642",201.0,1,1411692077
"Bacteria 54.97020867659045 349.0892123508954 0.6485727199952558",201.0,1,1411692077
"Bacteria 51.12692651029363 349.07282229977596 0.6590679329950504",201.0,1,1411692077
"Bacteria 383.3286394365132 165.9819376654923 0.5653148104284716",201.0,1,1411692077
"Bacteria 94.26983800075018 159.99546678931895 0.6617762028155278",201.0,1,1411692077
"Bacteria 55.994296673606215 353.4898087202894 0.6525207673236103",201.0,1,1411692077
"Bacteria 95.0552929098953 165.9651497529818 0.6484017648720279",201.0,1,1411692077
"Bacteria 342.8782041883096 130.11579297017306 0.5653148104284716",201.0,1,1411692077
"Bacteria 52.102560173577515 352.2632488184795 0.6512591539445142",201.0,1,1411692077
"Bacteria 50.79307792844023 352.2375284258863 0.6602264862639176",201.0,1,1411692077
"Bacteria 55.0368509733976 350.3821448876436 0.6473153360236816",201.0,1,1411692077
"Bacteria 91.69226340838838 166.62431054002178 0.6527177270028378",201.0,1,1411692077
"Bacteria 93.97610251329186 166.75988983076726 0.651915497304722",201.0,1,1411692077
"Bacteria 90.48978495135505 163.94315548178855 0.6567142123788313",201.0,1,1411692077
"Bacteria 96.67832104137685 165.7376432073939 0.6585923386503405",201.0,1,1411692077
"Bacteria 57.55971925941111 350.91773007741625 0.6563903573811362",201.0,1,1411692077
"Bacteria 57.969954204890314 349.6674162070887 0.6631178993650355",201.0,1,1411692077
"Bacteria 51.51458163806936 350.36342404513397 0.6517403530894359",201.0,1,1411692077
"Bacteria 95.1758843639923 167.26641766430913 0.6544018421275055",201.0,1,1411692077
"Bacteria 54.474849648110755 347.88350883072786 0.6556962448725353",201.0,1,1411692077
"Bacteria 93.08088904811073 160.55563054260844 0.6552722783306097",201.0,1,1411692077
"Bacteria 56.55572679460378 351.74066490665024 0.6470525447742179",201.0,1,1411692077
"Bacteria 96.83225511542922 162.27628339270052 0.655690453322039",201.0,1,1411692077
