"Geo","tick","run","random_seed"
"Bacteria 256.6633365349844 113.99935081135482 0.5697482358435487",1.0,1,1323722359
"Bacteria 490.75152771547437 250.01348194200546 0.5697482358435487",1.0,1,1323722359
"Bacteria 376.2638074113056 119.33784605935216 0.5697482358435487",1.0,1,1323722359
"Bacteria 178.8032545009628 395.23537806235254 0.5697482358435487",1.0,1,1323722359
"Bacteria 211.40517201274633 309.1555085266009 0.5697482358435487",1.0,1,1323722359
"Bacteria 211.8940508187217 309.7754935712984 0.5851315945839028",101.0,1,1323722359
"Bacteria 178.1829684338825 395.2379603842303 0.6894547179576236",101.0,1,1323722359
"Bacteria 490.22751565794425 249.55390072080334 0.5654255984294186",101.0,1,1323722359
"Bacteria 491.0797976731803 250.3013888820819 0.5682072622853727",101.0,1,1323722359
"Bacteria 256.73417597159556 114.50207531483474 0.5654255984294186",101.0,1,1323722359
"Bacteria 213.0648590995631 309.58259208994485 0.6023074613724226",101.0,1,1323722359
"Bacteria 256.55910767768336 113.25967241974583 0.6894547179576236",101.0,1,1323722359
"Bacteria 210.45523928006614 308.0539799853852 0.5973719864595811",101.0,1,1323722359
"Bacteria 210.83013976829864 309.2114114343423 0.6200587861812661",101.0,1,1323722359
"Bacteria 377.00032441700995 119.25658262217979 0.6650660720162056",101.0,1,1323722359
"Bacteria 179.77964629373167 394.5202894939435 0.6023074613724226",101.0,1,1323722359
"Bacteria 375.7744921279939 119.39183455041837 0.5682072622853727",101.0,1,1323722359
"Bacteria 179.58220210295053 395.6911096729525 0.5853104578965141",101.0,1,1323722359
"Bacteria 211.18744220838286 310.9711970783796 0.782972049705854",201.0,1,1323722359
"Bacteria 179.2783743587646 394.46897646839136 0.7018478490247626",201.0,1,1323722359
"Bacteria 213.93342028770735 308.51240519098 0.5836806168839666",201.0,1,1323722359
"Bacteria 213.70331864093683 310.03644694596835 0.6020627268082142",201.0,1,1323722359
"Bacteria 211.06856513878932 309.47118230108623 0.7103462522307237",201.0,1,1323722359
"Bacteria 209.87768676639342 306.9471225868659 0.6076883909442976",201.0,1,1323722359
