"Geo","tick","run","random_seed"
"Bacteria 1.111692446283996 50.77197472564876 0.5781222885281109",1.0,1,1427244497
"Bacteria 57.41480845026672 16.45131439436227 0.5641895835477563",1.0,1,1427244497
"Bacteria 43.61122522968799 46.34864607360214 0.5781222885281109",1.0,1,1427244497
"Bacteria 80.47545119188726 25.482320156879723 0.5641895835477563",1.0,1,1427244497
"Bacteria 69.27453221287578 37.46214669663459 0.5641895835477563",1.0,1,1427244497
"Bacteria 41.53636712580919 45.0503611471504 0.5781222885281109",1.0,1,1427244497
"Bacteria 61.708893766626716 81.87791074160486 0.5641895835477563",1.0,1,1427244497
"Bacteria 72.76074655819684 13.532681134529412 0.5641895835477563",1.0,1,1427244497
"Bacteria 3.8955750875175 41.97221358772367 0.5781222885281109",1.0,1,1427244497
"Bacteria 24.32628241367638 27.13312041014433 0.5781222885281109",1.0,1,1427244497
"Bacteria 91.08492776285857 85.09475162718445 0.5641895835477563",1.0,1,1427244497
"Bacteria 35.066727665252984 16.573118325322866 0.5781222885281109",1.0,1,1427244497
"Bacteria 85.54517412558198 77.42576857563108 0.5641895835477563",1.0,1,1427244497
"Bacteria 77.06446782685816 47.680288599804044 0.5641895835477563",1.0,1,1427244497
"Bacteria 78.69868236593902 46.732198260724545 0.5641895835477563",1.0,1,1427244497
"Bacteria 1.2742998776957393 81.84443111531436 0.5781222885281109",1.0,1,1427244497
"Bacteria 30.369559838436544 87.44802423752844 0.5781222885281109",1.0,1,1427244497
"Bacteria 64.62064527440816 6.790560786612332 0.5641895835477563",1.0,1,1427244497
"Bacteria 92.77052104007453 59.530809009447694 0.5641895835477563",1.0,1,1427244497
"Bacteria 45.249382755719125 49.76817595306784 0.5781222885281109",1.0,1,1427244497
"Bacteria 73.44334446825087 77.28889521677047 0.5641895835477563",1.0,1,1427244497
"Bacteria 37.87980785127729 23.250836553052068 0.5781222885281109",1.0,1,1427244497
"Bacteria 67.07431052345783 61.22824470512569 0.5641895835477563",1.0,1,1427244497
"Bacteria 12.027096399106085 40.11888348031789 0.5781222885281109",1.0,1,1427244497
"Bacteria 13.721634820103645 3.0923062935471535 0.5781222885281109",1.0,1,1427244497
"Bacteria 21.64364503696561 2.6530989911407232 0.5781222885281109",1.0,1,1427244497
"Bacteria 8.013099594973028 0.5333162844181061 0.5781222885281109",1.0,1,1427244497
"Bacteria 73.67118352558464 85.88020273018628 0.5641895835477563",1.0,1,1427244497
"Bacteria 17.91364378295839 57.09147206507623 0.5781222885281109",1.0,1,1427244497
"Bacteria 51.28741222433746 90.03221895545721 0.5641895835477563",1.0,1,1427244497
"Bacteria 49.035497568547726 80.75956415850669 0.5781222885281109",1.0,1,1427244497
"Bacteria 4.878415516577661 24.479505443014205 0.5781222885281109",1.0,1,1427244497
"Bacteria 27.98810787498951 22.216144343838096 0.5781222885281109",1.0,1,1427244497
"Bacteria 61.899510910734534 26.596275623887777 0.5641895835477563",1.0,1,1427244497
"Bacteria 4.198689223267138 89.36100308783352 0.5781222885281109",1.0,1,1427244497
"Bacteria 63.72811170294881 40.22263234946877 0.5641895835477563",1.0,1,1427244497
"Bacteria 97.03504722565413 3.216338879428804 0.5641895835477563",1.0,1,1427244497
"Bacteria 92.4790316959843 38.62015730701387 0.5641895835477563",1.0,1,1427244497
"Bacteria 87.23975622560829 20.578688313253224 0.5641895835477563",1.0,1,1427244497
"Bacteria 52.40692386869341 19.5267386501655 0.5641895835477563",1.0,1,1427244497
"Bacteria 38.68334551807493 60.13701290357858 0.5781222885281109",1.0,1,1427244497
"Bacteria 25.51006437279284 8.638412831351161 0.5781222885281109",1.0,1,1427244497
"Bacteria 85.04459818359464 66.07228051871061 0.5641895835477563",1.0,1,1427244497
"Bacteria 65.18069521989673 61.57833563629538 0.5641895835477563",1.0,1,1427244497
"Bacteria 97.37152035813779 33.58876535203308 0.5641895835477563",1.0,1,1427244497
"Bacteria 65.02511613070965 77.68354900181293 0.5641895835477563",1.0,1,1427244497
"Bacteria 21.14000932779163 57.08312981296331 0.5781222885281109",1.0,1,1427244497
"Bacteria 90.19727408885956 55.18281429540366 0.5641895835477563",1.0,1,1427244497
"Bacteria 18.217047350481153 87.3292594216764 0.5781222885281109",1.0,1,1427244497
"Bacteria 74.8803828144446 73.82087537553161 0.5641895835477563",1.0,1,1427244497
