"Geo","tick","run","random_seed"
"Bacteria 82.74920978583395 53.42445680871606 0.5641895835477563",1.0,1,1420572838
"Bacteria 3.401204338297248 40.150639321655035 0.5781222885281109",1.0,1,1420572838
"Bacteria 26.03743877261877 7.684122608043253 0.5781222885281109",1.0,1,1420572838
"Bacteria 90.73552938643843 32.21090321894735 0.5641895835477563",1.0,1,1420572838
"Bacteria 0.6014005513861775 43.007112480700016 0.5781222885281109",1.0,1,1420572838
"Bacteria 28.368156030774117 3.222019854001701 0.5781222885281109",1.0,1,1420572838
"Bacteria 52.825796231627464 63.89617694076151 0.5641895835477563",1.0,1,1420572838
"Bacteria 50.08905678987503 48.00411651376635 0.5781222885281109",1.0,1,1420572838
"Bacteria 26.814823085442185 99.35696311295033 0.5781222885281109",1.0,1,1420572838
"Bacteria 42.516841064207256 37.08440335467458 0.5781222885281109",1.0,1,1420572838
"Bacteria 14.040519180707633 56.69293315149844 0.5781222885281109",1.0,1,1420572838
"Bacteria 44.89155805204064 39.72828479018062 0.5781222885281109",1.0,1,1420572838
"Bacteria 34.17780725285411 77.78826006688178 0.5781222885281109",1.0,1,1420572838
"Bacteria 61.40286359004676 12.280166824348271 0.5641895835477563",1.0,1,1420572838
"Bacteria 62.021397543139756 17.237177165225148 0.5641895835477563",1.0,1,1420572838
"Bacteria 53.753126226365566 92.65017295256257 0.5641895835477563",1.0,1,1420572838
"Bacteria 44.34523908421397 72.02740688808262 0.5781222885281109",1.0,1,1420572838
"Bacteria 95.89320686645806 30.77966773416847 0.5641895835477563",1.0,1,1420572838
"Bacteria 55.401056562550366 93.21625186130404 0.5641895835477563",1.0,1,1420572838
"Bacteria 96.99577235151082 75.94357179477811 0.5641895835477563",1.0,1,1420572838
"Bacteria 27.190672513097525 98.20466965902597 0.5781222885281109",1.0,1,1420572838
"Bacteria 97.48014204669744 30.829469370655715 0.5641895835477563",1.0,1,1420572838
"Bacteria 50.19051416311413 1.418002345599234 0.5781222885281109",1.0,1,1420572838
"Bacteria 91.88821502029896 62.46999220456928 0.5641895835477563",1.0,1,1420572838
"Bacteria 53.94916865043342 57.15131759643555 0.5641895835477563",1.0,1,1420572838
"Bacteria 72.15446548070759 86.5711425896734 0.5641895835477563",1.0,1,1420572838
