"Geo","tick","run","random_seed"
"Bacteria 159.21642270404845 431.0890577035025 0.5697482358435487",1.0,1,1314198658
"Bacteria 399.86878796480596 142.39099551923573 0.5697482358435487",1.0,1,1314198658
"Bacteria 448.4970549819991 340.9844437846914 0.5697482358435487",1.0,1,1314198658
"Bacteria 226.22735775075853 473.93114550504833 0.5697482358435487",1.0,1,1314198658
"Bacteria 285.18326487392187 448.6201967811212 0.5697482358435487",1.0,1,1314198658
"Bacteria 400.3194614552786 142.18891796381283 0.5855860834008205",101.0,1,1314198658
"Bacteria 225.7216532415897 474.0435961429471 0.5877551658425548",101.0,1,1314198658
"Bacteria 226.9063982828631 473.56857641490336 0.6894547179576236",101.0,1,1314198658
"Bacteria 159.25613554714886 430.80076934324205 0.5855860834008205",101.0,1,1314198658
"Bacteria 449.29932246903854 341.0615435773853 0.5877551658425548",101.0,1,1314198658
"Bacteria 224.89495901732775 474.9055683565702 0.6073300399292667",101.0,1,1314198658
"Bacteria 286.0469424872972 447.9558504630059 0.7271358951675007",101.0,1,1314198658
"Bacteria 284.58492466839874 449.52981152734833 0.6146126436818492",101.0,1,1314198658
"Bacteria 284.7816600170592 448.33696648201874 0.5948085947512602",101.0,1,1314198658
"Bacteria 158.87152379044855 432.071020514381 0.6023074613724226",101.0,1,1314198658
"Bacteria 158.0266962509328 431.23671208944256 0.5853104578965141",101.0,1,1314198658
"Bacteria 160.36156063792583 430.3651997946972 0.6028240989488897",101.0,1,1314198658
"Bacteria 401.489196814219 141.98385619325876 0.6028240989488897",101.0,1,1314198658
"Bacteria 448.95970009009045 342.2070736380577 0.6073300399292667",101.0,1,1314198658
"Bacteria 399.12238816022943 142.62542712310753 0.6894547179576236",101.0,1,1314198658
"Bacteria 448.00819303319867 340.5991736570598 0.6894547179576236",101.0,1,1314198658
"Bacteria 400.2569907429739 142.08707627884678 0.7548208798892552",201.0,1,1314198658
"Bacteria 223.63193755325992 474.3903316178251 0.5807142146069441",201.0,1,1314198658
"Bacteria 226.98353469160642 473.74778422093954 0.6193276260501753",201.0,1,1314198658
"Bacteria 285.30785464129497 450.7747883409618 0.6433917852542663",201.0,1,1314198658
"Bacteria 287.36954035054686 448.26347952436356 0.570866708222692",201.0,1,1314198658
"Bacteria 449.86270128378396 339.8020638542475 0.7918560986822673",201.0,1,1314198658
"Bacteria 226.26190274510546 475.6184904059207 0.6787206881340421",201.0,1,1314198658
"Bacteria 449.06394738804636 341.0155449838507 0.6619766084493367",201.0,1,1314198658
"Bacteria 446.88021856925945 340.5807729912991 0.5843583040455699",201.0,1,1314198658
"Bacteria 286.57030729642514 449.3447405083081 0.7764268468141393",201.0,1,1314198658
"Bacteria 157.06689487736287 431.6418340791798 0.7154727961607853",201.0,1,1314198658
"Bacteria 284.4475460624959 448.03223139848166 0.779640932534202",201.0,1,1314198658
"Bacteria 399.90550788093475 143.64594156697183 0.6049237119919704",201.0,1,1314198658
